NAME,REGION,LATITUDE,LONGITUDE,ELEVATION,TYPE,STATUS,LAST ERUPTION CODE
TUTUPACA,PERU,-17.025,-70.358,5815,STRATOVOLCANO,HISTORICAL,D2
TUZGLE,ARGENTINA,-24.05,-66.48,5550,STRATOVOLCANO,HOLOCENE?,?
TUZOVSKY,KAMCHATKA,57.32,159.97,1533,SHIELD VOLCANOES,HOLOCENE,U
TWIN BUTTES,US-CALIFORNIA,40.78,-121.6,1631,CINDER CONES,HOLOCENE?,?
UBEHEBE CRATERS,US-CALIFORNIA,37.02,-117.45,752,MAARS,HOLOCENE,U
UBINAS,PERU,-16.355,-70.903,5672,STRATOVOLCANO,HISTORICAL,D1
UDINA,KAMCHATKA,55.755,160.527,2923,STRATOVOLCANOES,HOLOCENE,U
UDOKAN VOLC FIELD,RUSSIA-SE,56.18,117.47,1980,SHIELD VOLCANOES,RADIOCARBON,D7
UGASHIK-PEULIK,ALASKA PENINSULA,57.75,-156.37,1474,STRATOVOLCANO,HISTORICAL,D3
UINKARET FIELD,US-ARIZONA,36.38,-113.13,1555,VOLCANIC FIELD,HOLOCENE,U
UKA,KAMCHATKA,57.7,160.58,1643,SHIELD VOLCANO,HOLOCENE,U
UKINREK MAARS,ALASKA PENINSULA,57.83,-156.52,91,MAARS,HISTORICAL,D1
UKSICHAN,KAMCHATKA,56.08,158.38,1692,SHIELD VOLCANO,HOLOCENE,U
ULAWUN,NEW BRITAIN-SW PAC,-5.05,151.33,2334,STRATOVOLCANO,HISTORICAL,D1
ULIAGA,ALEUTIAN IS,53.07,-169.77,888,STRATOVOLCANO,HOLOCENE?,?
ULREUNG,KOREA,37.5,130.87,984,STRATOVOLCANO,RADIOCARBON,D7
ULUG-ARGINSKY,RUSSIA-SE,52.33,98.0,1800,CINDER CONE,HOLOCENE,U
UMBOI,NEW GUINEA-NE OF,-5.589,147.875,1548,COMPLEX VOLCANO,HOLOCENE,U
UMM ARAFIEB,AFRICA-N,18.17,33.83,0,SHIELD VOLCANO,HOLOCENE?,?
UNGARAN,JAVA,-7.18,110.33,2050,STRATOVOLCANO,HOLOCENE,U
UNZEN,KYUSHU-JAPAN,32.75,130.3,1500,COMPLEX VOLCANO,HISTORICAL,D1
UPOLU,SAMOA-SW PACIFIC,-13.935,-171.72,1100,SHIELD VOLCANO,HOLOCENE,U
URATAMAN,KURIL IS,47.12,152.23,678,SOMMA VOLCANO,HOLOCENE,U
USHISHUR,KURIL IS,47.52,152.8,401,CALDERA,HISTORICAL,D3
USHKOVSKY,KAMCHATKA,56.105,160.47,3943,COMPOUND VOLCANO,HISTORICAL,D3
USU,HOKKAIDO-JAPAN,42.53,140.83,731,STRATOVOLCANO,HISTORICAL,D1
USULUTAN,EL SALVADOR,13.419,-88.471,1449,STRATOVOLCANO,HOLOCENE,U
UTILA ISLAND,HONDURAS,16.1,-86.9,90,PYROCLASTIC CONES,HOLOCENE,U
UTURUNCU,BOLIVIA,-22.27,-67.22,6008,STRATOVOLCANO,HOLOCENE,U
UZON,KAMCHATKA,54.5,159.97,1617,CALDERAS,RADIOCARBON,D7
VAKAK GROUP,AFGHANISTAN,34.25,67.97,3190,VOLCANIC FIELD,HOLOCENE,U
VALLES CALDERA,US-NEW MEXICO,35.87,-106.57,3430,CALDERA,PLEISTOCENE-FUMAROLIC,Q
VATNAFJOLL,ICELAND-S,63.92,-19.67,1235,FISSURE VENTS,TEPHROCHRONOLOGY,D6
VEER,KAMCHATKA,53.63,158.42,350,CINDER CONES,TEPHROCHRONOLOGY,D6
VENIAMINOF,ALASKA PENINSULA,56.17,-159.38,2507,STRATOVOLCANO,HISTORICAL,D1
VERKHOVOY,KAMCHATKA,56.52,159.53,1400,SHIELD VOLCANO,HOLOCENE,U
VERNADSKII RIDGE,KURIL IS,50.55,155.97,1183,CINDER CONES,HOLOCENE,U
VESTMANNAEYJAR,ICELAND-S,63.43,-20.28,279,SUBMARINE VOLCANO,HISTORICAL,D1
VESUVIUS,ITALY,40.821,14.426,1281,COMPLEX VOLCANO,HISTORICAL,D2
VETERAN,SE ASIA,9.83,109.05,0,SUBMARINE VOLCANO,FUMAROLIC,U
VICTORY,NEW GUINEA,-9.2,149.07,1925,STRATOVOLCANO,HISTORICAL,D2
VIEDMA,ARGENTINA,-49.358,-73.28,1300,SUBGLACIAL VOLCANO,HISTORICAL,D1
VILLARRICA,CHILE-C,-39.42,-71.93,2847,STRATOVOLCANO,HISTORICAL,D1
VILYUCHIK,KAMCHATKA,52.68,158.3,2173,STRATOVOLCANO,TEPHROCHRONOLOGY,D7
VISOKE,AFRICA-C,-1.47,29.492,3711,STRATOVOLCANO,HISTORICAL,D2
VISOKIY,KAMCHATKA,52.43,157.93,1234,STRATOVOLCANO,HOLOCENE,U
VOLCANICO,ARGENTINA,-42.07,-71.65,0,CINDER CONE,HOLOCENE,U
VOON,AFRICA-N,20.92,17.28,3100,STRATOVOLCANO,FUMAROLIC,U
VOYAMPOLSKY,KAMCHATKA,58.37,160.62,1225,SHIELD VOLCANOES,HOLOCENE,U
VSEVIDOF,ALEUTIAN IS,53.13,-168.68,2149,STRATOVOLCANO,HISTORICAL,D3
VULCANO,ITALY,38.404,14.962,500,STRATOVOLCANOES,HISTORICAL,D3
VULSINI,ITALY,42.6,11.93,800,CALDERA,HISTORICAL,D7
WAESCHE,ANTARCTICA,-77.17,-126.88,3292,SHIELD VOLCANOES,HOLOCENE?,?
WAIOWA,NEW GUINEA,-9.57,149.075,640,PYROCLASTIC CONE,HISTORICAL,D2
WALLIS ISLANDS,SW PACIFIC,-13.3,-176.17,143,SHIELD VOLCANOES,HOLOCENE,U
WALO,NEW BRITAIN-SW PAC,-5.53,150.9,15,HYDROTHERMAL FIELD,HOT SPRINGS,?
WAPI LAVA FIELD,US-IDAHO,42.88,-113.22,1604,SHIELD VOLCANO,RADIOCARBON,D7
WASHIBA-KUMONOTAIRA,HONSHU-JAPAN,36.4,137.5,2924,SHIELD VOLCANOES,TEPHROCHRONOLOGY,D7
WASHINGTON,US-OREGON,44.332,-121.837,2376,SHIELD VOLCANO,RADIOCARBON,D6
WAYANG-WINDU,JAVA,-7.208,107.63,2182,LAVA DOME,FUMAROLIC,U
WELLS GRAY-CLEARWATER,CANADA,52.33,-120.57,2015,CINDER CONES,DENDROCHRONOLOGY,D5
WEST CRATER,US-WASHINGTON,45.88,-122.08,1329,VOLCANIC FIELD,RADIOCARBON,D7
WEST EIFEL VOLC FIELD,GERMANY,50.17,6.85,600,MAARS,RADIOCARBON,D7
WESTDAHL,ALEUTIAN IS,54.52,-164.65,1654,STRATOVOLCANO,HISTORICAL,D1
WHALE ISLAND,NEW ZEALAND,-37.858,176.98,348,COMPLEX VOLCANO,PLEISTOCENE-FUMAROLIC,Q
WHANGAREI,NEW ZEALAND,-35.75,174.27,397,CINDER CONES,HOLOCENE?,?
WHITE ISLAND,NEW ZEALAND,-37.52,177.18,321,STRATOVOLCANOES,HISTORICAL,D1
WILIS,JAVA,-7.808,111.758,2563,STRATOVOLCANO,HOLOCENE,U
WOLF,GALAPAGOS,0.02,-91.35,1710,SHIELD VOLCANO,HISTORICAL,D1
WRANGELL,ALASKA-E,62.0,-144.02,4317,SHIELD VOLCANO,HISTORICAL,D2
WUDALIANCHI,CHINA-E,48.72,126.12,597,VOLCANIC FIELD,HISTORICAL,D4
WURLALI,BANDA SEA,-7.125,128.675,868,STRATOVOLCANO,HISTORICAL,D3
XIANJINDAO,KOREA,41.33,128.0,0,UNKNOWN,HISTORICAL,D5
YAKE-DAKE,HONSHU-JAPAN,36.22,137.58,2455,STRATOVOLCANO,HISTORICAL,D1
YALI,GREECE,36.63,27.1,176,LAVA DOMES,HOLOCENE,U
YANGUDI,ETHIOPIA,10.58,41.042,1383,COMPLEX VOLCANO,HOLOCENE,U
YANTARNI,ALASKA PENINSULA,57.02,-157.18,1336,STRATOVOLCANO,TEPHROCHRONOLOGY,D7
YANTELES,CHILE-S,-43.42,-72.83,2050,STRATOVOLCANO,HISTORICAL,D3
YAR,ARABIA-W,17.05,42.83,305,VOLCANIC FIELD,HISTORICAL,D3
YASUR,VANUATU-SW PACIFIC,-19.52,169.425,361,STRATOVOLCANO,HISTORICAL,D1
YATE,CHILE-S,-41.755,-72.396,2187,STRATOVOLCANO,HOLOCENE,U
YEGUADA,PANAMA,8.523,-80.91,1297,STRATOVOLCANO,RADIOCARBON,D5
YELIA,NEW GUINEA,-7.05,145.858,3384,STRATOVOLCANO,HOLOCENE?,?
YELLOWSTONE,US-WYOMING,44.43,-110.67,2805,CALDERAS,TEPHROCHRONOLOGY,D7
YERSEY,LESSER SUNDA IS,-7.53,123.95,-3800,SUBMARINE VOLCANO ?,UNCERTAIN,?
YOJOA,HONDURAS,14.98,-87.98,1090,VOLCANIC FIELD,HOLOCENE,U
YOMBA,NEW GUINEA-NE OF,-4.92,146.75,0,UNKNOWN,UNCERTAIN,?
YOTEI,HOKKAIDO-JAPAN,42.83,140.82,1893,STRATOVOLCANO,RADIOCARBON,D7
YOUNG ISLAND,ANTARCTICA,-66.42,162.45,1340,STRATOVOLCANO,FUMAROLIC,U
YUCAMANE,PERU,-17.18,-70.2,5550,STRATOVOLCANO,HISTORICAL,D4
YUMIA,BOLIVIA,-21.5,-67.5,4050,CONE,HOLOCENE?,?
YUNASKA,ALEUTIAN IS,52.63,-170.63,550,SHIELD VOLCANO,HISTORICAL,D2
ZACATE GRANDE,HONDURAS,13.33,-87.63,600,STRATOVOLCANO,HOLOCENE,U
ZAO,HONSHU-JAPAN,38.15,140.45,1841,COMPLEX VOLCANO,HISTORICAL,D2
ZAOZERNY,KAMCHATKA,56.88,159.95,1349,SHIELD VOLCANOES,HOLOCENE,U
ZAPATERA,NICARAGUA,11.73,-85.82,629,SHIELD VOLCANO,HOLOCENE,U
ZARECHNY,KAMCHATKA,56.38,160.83,760,SOMMA VOLCANO,HOLOCENE,U
ZAVARITSKY,KAMCHATKA,53.905,158.385,1567,STRATOVOLCANO,RADIOCARBON,D7
ZAVARITZKI CALDERA,KURIL IS,46.925,151.95,624,CALDERA,HISTORICAL,D2
ZAVODOVSKI,ANTARCTICA,-56.3,-27.57,551,STRATOVOLCANO,HISTORICAL,D3
ZENGYU,TAIWAN-N OF,26.18,122.458,-418,SUBMARINE VOLCANO,HISTORICAL,D2
ZHELTOVSKY,KAMCHATKA,51.57,157.323,1953,STRATOVOLCANO,HISTORICAL,D1
ZHUPANOVSKY,KAMCHATKA,53.59,159.147,2958,COMPOUND VOLCANO,HISTORICAL,D2
ZIMINA,KAMCHATKA,55.862,160.603,3081,STRATOVOLCANOES,HOLOCENE,U
ZUBAIR,RED SEA,15.05,42.18,191,SHIELD VOLCANO,HISTORICAL,D3
ZUKUR,RED SEA,14.02,42.75,624,SHIELD VOLCANO,HOLOCENE,U
ZUNI-BANDERA,US-NEW MEXICO,34.8,-108.0,2550,VOLCANIC FIELD,ANTHROPOLOGY,D7
